interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score,noise_mean_db,noise_std_db,noise_max_db,noise_p90_db,noise_spike_count,quiet_ratio,light_mean_lux,light_std_lux,light_min_lux,light_max_lux,light_range_lux,too_dark_ratio,too_bright_ratio,vibration_mean,vibration_std,vibration_max,vibration_p95,vibration_spike_count,stillness_ratio,measurement_duration_sec,sample_count,valid_sample_ratio,phone_movement_ratio,noise_level_norm,light_deviation_norm,vibration_level_norm,pref_quiet_x_noise,pref_quiet_x_noise_p90,pref_light_x_light_deviation,pref_comfort_x_vibration,pref_comfort_x_vibration_spike,sensor_quality_score,sensor_environment_score,sensor_penalty_total,sensor_adjustment,satisfaction_score_sensor_v2
I1804,U181,quiet_deepwork,P045,cafe_09,synthetic,valid,5,3,4,5,3,3,3,4,5,4,home,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,0,0,1,0,0,1,1,cafe,online_class,solo,2_4h,morning,weekday,1.0,rainy,indoor,rarely,2,3,2,2,3,3,3,3,3,3,10,9,8,10,9,9,12,15,2.6,0.4,9,0.5,60.7,52.25,6.76,65.32,58.5,3,0.265,677.3,211.6,327.9,1123.0,795.1,0.004,0.193,0.0858,0.0891,0.2677,0.2181,10,0.025,1039,978,0.942,0.071,2.44,1.079,3.484,12.201,13.054,3.237,17.418,25.0,93.99,52.51,11.67,-8.56,52.1
I1805,U181,quiet_deepwork,P021,study_room_03,synthetic,valid,5,3,4,5,3,3,3,4,5,4,home,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,0,0,1,0,0,1,1,study_room,coding,solo,2_4h,afternoon,weekday,20.4,rainy,indoor,first_time,5,4,4,4,3,4,4,5,4,2,25,12,16,20,12,12,12,20,3.6,7.6,20,1.0,64.9,30.0,1.37,36.43,33.26,0,0.957,529.5,109.0,379.1,754.6,375.5,0.021,0.153,0.0519,0.0193,0.1344,0.0852,1,0.475,797,708,0.889,0.185,0.0,0.505,1.023,0.0,0.0,1.516,5.115,2.5,86.02,89.13,2.56,0.66,65.6
I1806,U181,quiet_deepwork,P024,study_room_06,synthetic,valid,5,3,4,5,3,3,3,4,5,4,home,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,0,0,1,0,0,1,1,study_room,online_class,solo,2_4h,afternoon,weekend,9.6,rainy,indoor,sometimes,4,4,3,4,3,4,4,4,4,3,20,12,12,20,12,12,12,20,2.6,3.6,12,1.0,72.1,30.0,4.98,44.42,34.05,0,0.98,318.3,106.2,194.3,543.3,349.0,0.337,0.009,0.0339,0.0418,0.1572,0.109,4,0.708,662,543,0.82,0.345,0.0,1.816,1.463,0.0,0.0,5.448,7.313,10.0,75.9,71.3,6.42,-3.77,68.3
I1807,U181,quiet_deepwork,P021,study_room_03,synthetic,valid,5,3,4,5,3,3,3,4,5,4,home,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,0,0,1,0,0,1,1,study_room,online_class,solo,over_4h,afternoon,weekend,17.3,cloudy,indoor,rarely,5,4,4,4,3,4,4,5,4,2,25,12,16,20,12,12,12,20,2.6,6.5,15,1.0,63.5,30.0,2.74,38.62,32.0,1,0.954,557.6,83.9,452.6,735.6,283.0,0.0,0.141,0.0328,0.0394,0.2539,0.1142,3,0.731,631,606,0.96,0.032,0.0,0.368,1.559,0.0,0.0,1.105,7.794,7.5,95.54,87.98,2.94,-1.06,62.4
I1808,U181,quiet_deepwork,P011,library_11,synthetic,valid,5,3,4,5,3,3,3,4,5,4,home,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,0,0,1,0,0,1,1,library,deep_study,solo,2_4h,afternoon,weekend,14.5,cloudy,indoor,often,5,4,4,4,2,4,4,5,4,3,25,12,16,20,12,12,8,20,4.0,5.4,20,1.0,83.4,30.0,3.47,41.59,32.44,0,0.98,579.5,110.3,451.5,700.0,248.5,0.062,0.162,0.0527,0.0328,0.1774,0.1289,4,0.474,1162,1057,0.909,0.143,0.0,0.615,1.832,0.0,0.0,1.846,9.159,10.0,89.77,84.02,3.84,-0.19,83.2
I1809,U181,quiet_deepwork,P003,library_03,synthetic,valid,5,3,4,5,3,3,3,4,5,4,home,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,0,0,1,0,0,1,1,library,report_writing,2,over_4h,evening,weekend,5.8,clear,indoor,sometimes,5,3,4,5,3,3,4,4,4,4,25,9,16,25,12,12,12,15,3.4,2.2,16,0.5,75.4,30.0,3.32,43.44,35.31,0,0.98,609.0,144.6,466.4,746.2,279.8,0.0,0.116,0.0693,0.0465,0.1877,0.1604,8,0.208,1035,995,0.962,0.021,0.0,0.636,2.415,0.0,0.171,1.907,12.077,20.0,96.86,78.64,5.25,1.36,76.8
I1810,U181,quiet_deepwork,P009,library_09,synthetic,valid,5,3,4,5,3,3,3,4,5,4,home,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,0,0,1,0,0,1,1,library,report_writing,solo,2_4h,evening,weekday,13.2,clear,indoor,first_time,4,4,3,4,2,4,4,5,4,4,20,12,12,20,12,12,8,20,3.4,4.9,20,0.5,72.5,30.0,3.53,43.6,36.02,0,0.975,547.8,141.7,402.8,690.3,287.4,0.03,0.111,0.0405,0.0227,0.1979,0.0698,0,0.713,1262,1123,0.89,0.187,0.0,0.465,0.736,0.0,0.565,1.395,3.681,0.0,87.29,92.06,1.8,-1.77,70.7
I1811,U182,quiet_deepwork,P057,home_03,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,home,meeting,3_4,2_4h,evening,weekday,1.4,clear,indoor,sometimes,3,4,4,4,5,4,5,3,5,4,15,16,20,16,15,20,20,16,1.0,0.5,9,0.5,78.8,43.89,4.7,55.1,47.08,1,0.735,646.9,213.4,364.3,990.4,626.0,0.039,0.244,0.0382,0.0148,0.1655,0.0634,1,0.674,1606,1472,0.916,0.129,1.081,1.107,0.618,5.404,6.711,4.426,2.472,2.0,91.84,83.66,3.69,1.29,80.1
I1812,U182,quiet_deepwork,P035,study_room_17,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,study_room,deep_study,solo,over_4h,evening,weekday,6.0,cold,indoor,first_time,4,4,4,4,3,4,5,5,4,3,20,16,20,16,15,16,12,16,5.0,2.3,25,0.5,77.6,30.0,3.2,37.75,32.0,0,0.891,546.1,134.8,452.1,736.5,284.3,0.062,0.139,0.0473,0.0132,0.1498,0.0673,1,0.588,1318,1270,0.964,0.019,0.0,0.54,0.692,0.0,0.0,2.161,2.766,2.0,97.83,92.87,1.51,0.96,78.6
I1813,U182,quiet_deepwork,P026,study_room_08,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,study_room,coding,solo,1_2h,morning,weekend,19.0,cold,indoor,sometimes,4,5,4,4,5,4,4,5,4,3,20,20,20,16,12,16,20,16,4.5,7.1,25,0.5,88.0,30.0,4.27,41.98,36.47,0,0.946,468.2,53.5,394.2,574.1,179.9,0.073,0.094,0.0303,0.0172,0.1144,0.0553,1,0.802,865,842,0.973,0.0,0.0,0.646,0.468,0.0,0.818,2.583,1.871,2.0,97.97,93.02,1.47,2.22,90.2
I1814,U182,quiet_deepwork,P009,library_09,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,library,online_class,3_4,under_1h,evening,weekend,7.3,clear,indoor,often,4,4,3,4,2,4,4,3,4,4,20,16,15,16,12,16,8,16,3.3,2.7,9,0.5,72.6,30.0,4.21,40.29,36.41,0,0.98,508.6,84.2,438.8,615.1,176.3,0.023,0.034,0.045,0.0219,0.1427,0.0785,4,0.553,1605,1404,0.875,0.214,0.0,0.397,0.898,0.0,0.785,1.589,3.592,8.0,86.15,87.31,2.86,1.73,74.3
I1815,U182,quiet_deepwork,P115,outdoor_07,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,outdoor,coding,solo,2_4h,evening,weekday,14.9,clear,outdoor,often,3,4,3,3,1,3,1,2,2,3,15,16,15,12,3,8,4,12,4.5,5.6,10,0.5,58.2,48.74,6.37,64.42,56.22,3,0.442,894.5,370.4,437.3,1726.6,1289.4,0.011,0.538,0.1363,0.1044,0.3785,0.2953,11,0.01,972,893,0.919,0.119,2.169,2.379,4.912,10.845,11.789,9.515,19.649,20.0,90.69,40.08,13.37,-11.22,47.0
I1816,U182,quiet_deepwork,P044,cafe_08,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,cafe,online_class,solo,1_2h,afternoon,weekend,15.3,clear,indoor,rarely,3,4,3,4,2,4,3,4,4,2,15,16,15,16,9,16,8,16,3.3,5.7,12,1.0,66.9,45.57,6.12,67.48,52.72,2,0.592,731.3,316.4,292.4,1075.2,782.8,0.067,0.386,0.0772,0.0717,0.2652,0.1979,6,0.11,978,829,0.847,0.28,1.753,1.769,3.11,8.764,9.847,7.077,12.439,12.0,80.62,54.11,10.52,-7.8,59.1
I1817,U182,quiet_deepwork,P083,computer_lab_09,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,computer_lab,light_reading,solo,under_1h,evening,weekend,7.7,rainy,indoor,often,4,4,3,3,4,3,5,2,4,3,20,16,15,12,15,16,16,12,2.3,2.9,6,0.5,62.0,40.21,2.78,46.5,42.0,0,0.872,369.7,114.3,228.6,563.1,334.5,0.186,0.02,0.0837,0.0402,0.2061,0.1425,4,0.096,1091,1058,0.97,0.011,0.476,1.321,2.082,2.382,3.89,5.286,8.33,8.0,98.04,77.68,4.8,-2.83,59.2
I1818,U182,quiet_deepwork,P013,library_13,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,library,coding,solo,2_4h,evening,weekday,4.0,rainy,indoor,first_time,5,4,4,4,3,3,5,5,4,4,25,16,20,16,15,16,12,12,4.5,1.5,25,0.5,78.6,30.0,2.69,36.54,32.52,3,0.908,358.8,102.8,297.0,446.1,149.1,0.232,0.016,0.0524,0.0347,0.2071,0.1101,3,0.485,803,722,0.899,0.162,0.0,1.421,1.483,0.0,0.0,5.683,5.933,6.0,87.5,77.96,4.88,-0.72,77.9
I1819,U182,quiet_deepwork,P018,library_18,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,library,report_writing,solo,2_4h,evening,weekday,8.0,clear,indoor,often,5,4,3,4,3,3,4,5,4,3,25,16,15,16,12,16,12,12,4.3,3.0,25,0.5,76.9,30.0,3.53,43.9,34.51,0,0.979,518.0,133.8,347.8,799.3,451.6,0.063,0.079,0.039,0.0351,0.108,0.0827,2,0.672,1346,1251,0.93,0.093,0.0,0.573,0.976,0.0,0.0,2.291,3.906,4.0,93.16,90.57,2.0,3.88,80.8
I1820,U182,quiet_deepwork,P014,library_14,synthetic,train,5,4,5,4,3,3,4,4,4,5,library,deep_study,mostly_solo,over_4h,afternoon,1,1,1,1,0,0,1,0,0,1,1,library,coding,solo,1_2h,afternoon,weekend,5.6,clear,indoor,often,5,4,5,4,3,4,4,4,4,4,25,16,25,16,12,16,12,16,4.5,2.1,20,1.0,86.1,30.0,2.33,37.11,32.0,0,0.948,524.9,117.0,387.6,680.7,293.1,0.06,0.073,0.0446,0.0355,0.2241,0.1108,2,0.63,853,764,0.896,0.174,0.0,0.501,1.497,0.0,0.0,2.002,5.987,4.0,87.1,86.85,2.93,0.64,86.7
I1821,U183,convenience_oriented,P001,library_01,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,library,online_class,solo,over_4h,afternoon,weekday,10.5,clear,indoor,sometimes,5,4,4,5,2,3,4,3,4,4,15,16,16,15,16,16,4,12,2.6,5.3,9,0.5,65.1,30.0,2.02,36.94,33.18,0,0.979,610.2,85.9,506.1,780.5,274.4,0.047,0.202,0.0846,0.0244,0.2626,0.1236,4,0.053,1016,886,0.872,0.229,0.0,0.696,1.734,0.0,0.0,2.785,6.934,8.0,84.09,81.28,4.2,0.78,65.9
I1822,U183,convenience_oriented,P080,computer_lab_06,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,computer_lab,coding,2,over_4h,afternoon,weekday,6.6,clear,indoor,sometimes,4,4,4,3,3,4,4,5,4,3,12,16,16,9,16,16,6,16,3.6,3.3,20,0.5,69.7,35.3,1.0,45.98,35.5,0,0.907,537.2,126.1,446.2,665.8,219.6,0.026,0.133,0.0585,0.0434,0.1842,0.135,5,0.421,784,738,0.942,0.069,0.0,0.494,1.944,0.0,0.167,1.974,7.778,10.0,93.38,84.39,3.32,-2.01,67.7
I1823,U183,convenience_oriented,P091,coworking_space_07,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,coworking_space,coding,solo,1_2h,evening,weekend,17.5,clear,indoor,sometimes,4,4,4,3,4,5,4,4,3,4,12,16,16,9,16,12,8,20,3.6,8.7,16,1.0,55.6,38.56,5.32,55.58,43.43,1,0.891,534.5,135.5,422.2,769.0,346.9,0.028,0.104,0.0609,0.0182,0.1281,0.081,0,0.414,1455,1365,0.938,0.076,0.647,0.492,0.945,1.94,2.811,1.968,3.781,0.0,94.61,90.06,1.91,0.96,56.6
I1824,U183,convenience_oriented,P051,cafe_15,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,cafe,deep_study,solo,2_4h,morning,weekend,14.6,cloudy,indoor,sometimes,3,4,2,3,3,4,3,2,4,3,9,16,8,9,12,16,6,16,4.0,7.3,8,0.0,46.8,41.14,6.37,55.98,47.77,1,0.761,608.4,278.3,365.0,991.9,626.9,0.087,0.19,0.0777,0.0681,0.2437,0.188,7,0.13,804,751,0.934,0.089,1.163,1.121,2.926,3.489,4.256,4.483,11.705,14.0,92.34,68.25,6.36,-6.77,40.0
I1825,U183,convenience_oriented,P058,home_04,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,home,deep_study,solo,1_2h,morning,weekend,17.1,clear,indoor,sometimes,4,3,4,3,4,5,4,4,4,4,12,12,16,9,16,16,8,20,4.0,8.5,16,0.0,61.2,30.0,3.89,38.52,34.06,0,0.927,802.4,180.5,533.4,1139.3,605.9,0.0,0.351,0.0354,0.0079,0.1723,0.0404,0,0.777,1402,1342,0.957,0.032,0.0,1.54,0.193,0.0,0.0,6.161,0.774,0.0,97.16,89.26,2.25,-0.88,60.3
I1826,U183,convenience_oriented,P025,study_room_07,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,study_room,light_reading,solo,under_1h,evening,weekday,8.5,cloudy,indoor,rarely,4,4,3,4,4,4,4,3,4,3,12,16,12,12,16,16,8,16,1.8,4.3,9,1.0,65.5,30.34,4.29,46.11,35.7,0,0.975,359.4,41.5,324.3,418.4,94.1,0.23,0.027,0.0471,0.0301,0.1204,0.089,1,0.62,1108,1024,0.925,0.106,0.0,1.305,1.093,0.0,0.234,5.221,4.373,2.0,91.82,86.3,2.9,0.85,66.3
I1827,U183,convenience_oriented,P011,library_11,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,library,report_writing,solo,2_4h,morning,weekend,14.5,hot,indoor,first_time,5,4,4,4,2,4,4,4,4,3,15,16,16,12,16,16,4,16,3.4,7.3,16,0.0,66.0,30.0,3.52,41.4,32.0,0,0.98,568.8,135.5,416.9,738.8,321.8,0.095,0.13,0.0539,0.014,0.0931,0.0705,1,0.487,809,781,0.965,0.018,0.0,0.64,0.75,0.0,0.0,2.56,3.001,2.0,96.68,92.0,1.69,1.08,67.1
I1828,U183,convenience_oriented,P027,study_room_09,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,study_room,light_reading,solo,under_1h,evening,weekend,10.6,cloudy,indoor,sometimes,5,3,3,4,4,3,3,4,3,3,15,12,12,12,12,12,8,12,1.8,5.3,12,1.0,61.0,30.0,5.17,41.64,35.92,1,0.973,708.2,148.9,567.1,897.1,330.0,0.034,0.239,0.0625,0.0283,0.154,0.0848,3,0.362,884,858,0.97,0.009,0.0,1.143,1.015,0.0,0.307,4.573,4.061,6.0,97.57,84.99,3.13,-1.04,60.0
I1829,U183,convenience_oriented,P079,computer_lab_05,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,computer_lab,coding,solo,over_4h,afternoon,weekday,8.3,rainy,indoor,rarely,4,4,3,3,3,4,5,5,4,3,12,16,12,9,20,16,6,16,3.6,4.1,20,0.5,66.3,34.68,2.75,49.11,36.88,0,0.903,534.7,98.4,474.7,752.2,277.5,0.051,0.117,0.0516,0.0257,0.1493,0.0996,2,0.586,911,823,0.903,0.144,0.0,0.466,1.289,0.0,0.627,1.865,5.158,4.0,88.52,88.5,2.54,-2.52,63.8
I1830,U183,convenience_oriented,P087,coworking_space_03,synthetic,train,3,4,4,3,4,4,4,2,4,4,home,light_reading,mostly_solo,1_2h,evening,0,1,0,1,1,1,0,1,1,1,0,coworking_space,light_reading,solo,2_4h,late_night,weekday,16.4,cloudy,indoor,sometimes,4,4,3,2,5,4,4,3,4,4,12,16,12,6,16,16,10,16,1.8,8.2,9,0.5,56.5,31.18,1.97,44.7,32.0,0,0.945,587.1,140.6,426.7,857.4,430.7,0.073,0.165,0.0511,0.0298,0.2286,0.0973,2,0.503,1296,1171,0.904,0.152,0.0,0.723,1.247,0.0,0.0,2.894,4.987,4.0,89.38,87.38,2.75,0.54,57.0
I1831,U184,balanced,P094,coworking_space_10,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,coworking_space,light_reading,solo,under_1h,late_night,weekend,8.5,cloudy,indoor,sometimes,3,5,3,4,3,4,3,3,4,4,9,20,12,12,9,12,12,12,1.8,5.3,9,0.5,56.5,39.18,3.9,48.39,41.39,2,0.816,573.3,12.4,564.7,593.4,28.7,0.0,0.138,0.0704,0.0334,0.2538,0.1419,4,0.207,1169,1079,0.923,0.114,0.403,0.276,2.072,1.21,2.129,1.105,6.216,6.0,91.71,83.24,2.76,-1.07,55.4
I1832,U184,balanced,P043,cafe_07,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,cafe,online_class,solo,under_1h,evening,weekend,5.8,rainy,indoor,rarely,2,5,3,3,2,4,3,3,3,3,6,20,12,9,9,9,8,12,2.6,3.6,9,1.0,47.5,55.03,7.63,74.35,62.14,6,0.086,642.2,224.0,276.6,1083.0,806.4,0.0,0.17,0.0932,0.0868,0.284,0.2439,8,0.01,1153,1035,0.898,0.168,2.873,0.965,3.961,8.62,9.046,3.862,11.884,12.0,88.15,46.4,8.91,-6.69,40.8
I1833,U184,balanced,P006,library_06,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,library,coding,solo,under_1h,morning,weekday,15.3,rainy,indoor,rarely,4,4,4,5,2,3,4,4,5,4,12,16,16,15,12,15,8,9,3.6,9.6,16,0.0,59.1,30.0,2.66,40.99,32.0,1,0.98,438.4,42.1,393.7,513.0,119.3,0.046,0.06,0.0719,0.0276,0.23,0.1305,4,0.21,719,654,0.909,0.146,0.0,0.675,1.861,0.0,0.0,2.698,5.584,6.0,88.61,82.29,3.22,-2.52,56.6
I1834,U184,balanced,P012,library_12,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,library,coding,solo,2_4h,afternoon,weekday,9.1,rainy,indoor,rarely,5,4,4,4,3,3,3,3,5,4,15,16,16,12,9,15,12,9,3.6,5.7,12,0.5,62.1,30.0,2.12,44.54,32.44,0,0.927,474.6,55.1,438.3,553.0,114.7,0.079,0.138,0.0537,0.0355,0.2118,0.1066,3,0.466,681,620,0.911,0.141,0.0,0.685,1.418,0.0,0.0,2.739,4.254,4.5,88.74,85.68,2.68,-1.53,60.6
I1835,U184,balanced,P047,cafe_11,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,cafe,online_class,2,1_2h,evening,weekend,7.0,clear,indoor,sometimes,3,4,3,3,2,4,3,3,4,3,9,16,12,9,9,12,8,12,2.6,4.4,9,1.0,47.9,52.16,4.95,71.61,58.83,3,0.243,778.7,304.3,551.5,1083.5,532.0,0.034,0.411,0.0922,0.0951,0.3949,0.2517,10,0.01,1299,1145,0.881,0.207,2.48,1.851,4.106,7.44,7.944,7.404,12.318,15.0,86.12,42.18,10.02,-9.25,38.7
I1836,U184,balanced,P112,outdoor_04,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,outdoor,coding,solo,over_4h,early_morning,weekday,7.9,rainy,outdoor,sometimes,3,4,3,3,2,3,1,2,3,2,9,16,12,9,3,9,8,9,3.6,4.9,8,0.0,46.0,46.61,6.22,66.79,53.07,3,0.535,565.9,244.0,333.7,809.7,475.9,0.049,0.116,0.1407,0.0895,0.427,0.2934,12,0.01,640,584,0.912,0.131,1.794,0.762,4.878,5.382,6.024,3.047,14.634,15.0,88.97,52.71,7.88,-7.73,38.3
I1837,U184,balanced,P055,home_01,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,home,online_class,solo,2_4h,evening,weekday,12.1,clear,indoor,first_time,4,3,5,4,4,5,5,5,4,5,12,12,20,12,15,12,16,15,2.6,7.6,15,1.0,63.4,30.0,3.94,48.44,36.91,4,0.923,683.3,247.6,519.4,1214.0,694.6,0.016,0.213,0.0301,0.0222,0.2095,0.066,2,0.743,1421,1213,0.854,0.267,0.0,1.211,0.667,0.0,0.636,4.842,2.0,3.0,82.63,80.5,3.98,-4.31,59.1
I1838,U184,balanced,P005,library_05,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,library,report_writing,solo,2_4h,afternoon,weekend,3.6,rainy,indoor,rarely,5,4,4,5,3,4,4,5,4,4,15,16,16,15,12,12,12,12,3.4,2.3,20,0.5,80.4,30.0,2.93,44.34,33.87,0,0.936,624.2,91.1,569.0,726.2,157.2,0.0,0.214,0.0349,0.0085,0.1903,0.0523,1,0.717,808,766,0.948,0.057,0.0,0.695,0.414,0.0,0.0,2.78,1.241,1.5,94.27,92.91,1.36,0.67,81.1
I1839,U184,balanced,P084,computer_lab_10,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,computer_lab,coding,solo,2_4h,evening,weekend,10.0,clear,indoor,sometimes,4,4,3,4,3,3,4,5,3,2,12,16,12,12,12,9,12,9,3.6,6.3,20,1.0,48.8,35.01,4.32,46.78,37.55,0,0.936,490.3,159.6,325.8,804.2,478.4,0.011,0.078,0.0729,0.0306,0.1494,0.1182,4,0.238,1223,1155,0.944,0.067,0.0,0.655,1.634,0.0,0.849,2.619,4.901,6.0,94.79,85.53,2.53,1.85,50.6
I1840,U184,balanced,P071,classroom_09,synthetic,test,3,4,4,3,3,5,3,4,3,4,library,coding,mostly_solo,under_1h,evening,0,1,0,0,0,1,0,0,1,0,0,classroom,online_class,solo,2_4h,afternoon,weekday,8.8,cold,indoor,first_time,3,3,3,3,3,3,3,4,3,4,9,12,12,9,9,9,12,9,2.6,5.5,12,0.5,54.8,37.65,5.93,48.77,44.14,3,0.818,818.4,145.9,610.6,1020.1,409.5,0.044,0.412,0.0705,0.0153,0.2311,0.0957,4,0.231,1297,1254,0.967,0.018,0.73,1.65,1.216,2.191,3.045,6.601,3.648,6.0,98.09,75.71,4.38,-1.1,53.7
I1841,U185,quiet_deepwork,P017,library_17,synthetic,train,5,5,5,4,4,4,4,3,4,5,library,online_class,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,library,report_writing,solo,2_4h,evening,weekday,14.9,cold,indoor,rarely,5,4,4,5,3,3,4,4,5,4,25,20,20,20,16,20,9,12,4.3,7.5,20,0.0,74.3,30.0,2.71,36.87,33.37,0,0.98,487.6,107.5,359.4,650.9,291.5,0.1,0.134,0.065,0.0579,0.2438,0.1502,6,0.231,1243,1170,0.941,0.067,0.0,0.763,2.226,0.0,0.0,3.813,8.903,12.0,94.52,80.56,4.39,1.48,75.8
I1842,U185,quiet_deepwork,P035,study_room_17,synthetic,train,5,5,5,4,4,4,4,3,4,5,library,online_class,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,study_room,deep_study,solo,2_4h,evening,weekday,2.0,clear,indoor,rarely,4,4,4,4,3,4,5,5,4,3,20,20,20,16,20,16,9,16,5.0,1.0,25,0.0,76.7,30.0,2.23,43.32,34.23,0,0.98,574.0,142.0,361.3,714.8,353.5,0.069,0.171,0.0437,0.0246,0.1263,0.0777,2,0.633,859,762,0.887,0.195,0.0,0.682,0.883,0.0,0.0,3.411,3.53,4.0,85.82,87.4,3.08,-0.49,76.2
I1843,U185,quiet_deepwork,P024,study_room_06,synthetic,train,5,5,5,4,4,4,4,3,4,5,library,online_class,mostly_solo,under_1h,early_morning,1,1,1,1,1,1,1,1,1,1,1,study_room,report_writing,solo,1_2h,early_morning,weekday,7.5,cloudy,indoor,often,4,4,3,4,3,4,4,5,4,3,20,20,15,16,16,16,9,16,4.3,3.8,25,1.0,84.8,30.0,2.56,37.23,32.64,0,0.925,395.1,53.9,339.5,455.1,115.5,0.149,0.108,0.0672,0.0106,0.2103,0.0882,1,0.261,1113,1062,0.954,0.038,0.0,1.118,1.077,0.0,0.0,5.589,4.308,2.0,95.99,87.66,2.99,-0.66,84.1
