interaction_id,user_id,user_type,place_id,place_name,source,split,pref_quiet,pref_light,pref_low_crowd,pref_privacy,pref_outlet,pref_distance,pref_thermal_air,pref_control,pref_comfort,pref_deepwork,general_place_type,general_task_type,general_social_mode,general_stay_duration,general_time_slot,general_distraction_noise,general_distraction_crowd,general_distraction_visual,general_distraction_temperature,general_distraction_outlet,general_distraction_distance,general_priority_quiet,general_priority_outlet,general_priority_distance,general_priority_comfort,general_priority_privacy,place_type,task_type,group_size,stay_duration,time_slot,day_type,distance_minutes,weather,indoor_outdoor,visit_frequency,place_quiet,place_light,place_low_crowd,place_low_visual_distraction,place_control,place_comfort,place_outlet,place_task_fit,place_temperature_air,place_seat_availability,quiet_match,light_match,crowd_match,privacy_match,outlet_match,thermal_air_match,control_match,comfort_match,deepwork_task_match,distance_penalty,task_place_fit_match,time_match,satisfaction_score
I1728,U173,social_collaborative,P026,study_room_08,synthetic,train,3,4,2,3,4,3,3,3,4,2,dorm_lounge,online_class,mostly_group,2_4h,early_morning,0,0,0,0,1,0,0,1,0,1,0,study_room,deep_study,2,2_4h,evening,weekend,22.6,rainy,indoor,often,4,5,4,4,5,4,4,4,4,3,12,20,8,12,16,12,15,16,2.0,8.5,8,0,56.9
I1729,U173,social_collaborative,P052,cafe_16,synthetic,train,3,4,2,3,4,3,3,3,4,2,dorm_lounge,online_class,mostly_group,2_4h,early_morning,0,0,0,0,1,0,0,1,0,1,0,cafe,report_writing,solo,2_4h,afternoon,weekend,15.1,clear,indoor,sometimes,3,5,3,2,2,3,3,3,4,3,9,20,6,6,12,12,6,12,1.7,5.7,6,0,45.3
I1730,U173,social_collaborative,P021,study_room_03,synthetic,train,3,4,2,3,4,3,3,3,4,2,dorm_lounge,online_class,mostly_group,2_4h,early_morning,0,0,0,0,1,0,0,1,0,1,0,study_room,team_project,5_plus,2_4h,early_morning,weekday,16.9,clear,indoor,sometimes,5,4,4,4,3,4,4,5,4,2,15,16,8,12,16,12,9,16,0.5,6.3,15,1,61.5
I1731,U174,balanced,P081,computer_lab_07,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,computer_lab,online_class,solo,under_1h,morning,weekday,6.3,clear,indoor,sometimes,4,4,2,3,3,3,4,4,4,3,20,20,8,12,16,12,12,9,2.6,2.4,12,0.5,62.5
I1732,U174,balanced,P030,study_room_12,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,study_room,coding,solo,2_4h,late_night,weekend,12.3,clear,indoor,rarely,5,4,3,4,3,3,4,4,4,4,25,20,12,16,16,12,12,9,3.6,4.6,16,0,74.6
I1733,U174,balanced,P012,library_12,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,deep_study,solo,1_2h,afternoon,weekday,10.2,clear,indoor,sometimes,5,4,4,4,3,3,3,5,5,4,25,20,16,16,12,15,12,9,4.0,3.8,20,1,70.6
I1734,U174,balanced,P004,library_04,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,team_project,2,over_4h,morning,weekday,1.5,cloudy,indoor,sometimes,5,3,3,4,2,4,4,2,3,4,25,15,12,16,16,9,8,12,1.0,0.6,6,0.5,71.9
I1735,U174,balanced,P017,library_17,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,report_writing,solo,1_2h,afternoon,weekend,5.5,cold,indoor,sometimes,5,4,4,5,3,3,4,4,5,4,25,20,16,20,16,15,12,9,3.4,2.1,16,1,80.2
I1736,U174,balanced,P056,home_02,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,home,deep_study,solo,2_4h,afternoon,weekend,9.1,cloudy,indoor,sometimes,4,3,5,4,5,4,5,4,5,5,20,15,20,16,20,15,20,12,4.0,3.4,16,1,68.7
I1737,U174,balanced,P045,cafe_09,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,cafe,team_project,2,2_4h,evening,weekday,12.0,cloudy,indoor,often,2,3,2,2,3,3,3,4,3,3,10,15,8,8,12,9,12,9,1.0,4.5,12,0.5,66.0
I1738,U174,balanced,P010,library_10,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,light_reading,solo,1_2h,morning,weekday,9.0,clear,indoor,first_time,5,5,4,4,3,4,4,5,4,5,25,25,16,16,16,12,12,12,1.8,3.4,15,0.5,81.4
I1739,U174,balanced,P073,classroom_11,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,classroom,coding,solo,2_4h,late_night,weekend,7.6,clear,indoor,sometimes,4,5,3,3,4,3,3,4,3,4,20,25,12,12,12,9,16,9,3.6,2.9,16,0,62.1
I1740,U174,balanced,P019,study_room_01,synthetic,train,5,5,4,4,4,3,3,4,3,4,library,deep_study,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,study_room,coding,solo,1_2h,afternoon,weekday,13.8,hot,indoor,sometimes,4,3,4,4,3,4,4,4,4,4,20,15,16,16,16,12,12,12,3.6,5.2,16,1,68.3
I1741,U175,balanced,P087,coworking_space_03,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,coworking_space,online_class,2,2_4h,afternoon,weekday,19.4,cold,indoor,first_time,4,4,3,2,5,4,4,5,4,4,16,20,15,6,16,20,15,16,2.6,7.3,15,0,66.6
I1742,U175,balanced,P005,library_05,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,library,deep_study,solo,2_4h,late_night,weekday,3.0,clear,indoor,often,5,4,4,5,3,4,4,5,4,4,20,20,20,15,16,20,9,16,4.0,1.1,20,1,78.6
I1743,U175,balanced,P108,dorm_lounge_12,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,dorm_lounge,report_writing,solo,2_4h,late_night,weekend,13.9,clear,indoor,often,2,4,3,3,3,3,3,2,3,3,8,20,15,9,12,15,9,12,3.4,5.2,8,1,56.2
I1744,U175,balanced,P062,home_08,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,home,coding,solo,2_4h,morning,weekday,9.5,hot,indoor,often,4,3,4,4,4,5,5,4,4,5,16,15,20,12,20,20,12,20,3.6,3.6,16,0,77.4
I1745,U175,balanced,P041,cafe_05,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,cafe,meeting,3_4,1_2h,late_night,weekday,3.9,clear,indoor,often,2,4,2,3,2,4,4,4,4,3,8,20,10,9,16,20,6,16,0.8,1.5,12,1,67.9
I1746,U175,balanced,P045,cafe_09,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,cafe,coding,solo,1_2h,afternoon,weekday,6.4,cold,indoor,rarely,2,3,2,2,3,3,3,4,3,3,8,15,10,6,12,15,9,12,3.6,2.4,16,0,57.4
I1747,U175,balanced,P053,cafe_17,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,cafe,report_writing,solo,2_4h,afternoon,weekday,7.1,cloudy,indoor,sometimes,3,4,2,2,2,3,3,4,3,3,12,20,10,6,12,15,6,12,3.4,2.7,16,0,39.3
I1748,U175,balanced,P060,home_06,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,home,coding,solo,2_4h,late_night,weekday,12.9,cold,indoor,sometimes,4,3,5,5,4,5,5,4,4,5,16,15,25,15,20,20,12,20,3.6,4.8,16,1,72.1
I1749,U175,balanced,P025,study_room_07,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,study_room,deep_study,solo,1_2h,evening,weekend,8.0,clear,indoor,often,4,4,3,4,4,4,4,5,4,3,16,20,15,12,16,20,12,16,4.0,3.0,20,0.5,72.7
I1750,U175,balanced,P010,library_10,synthetic,train,4,5,5,3,4,3,5,3,4,4,library,online_class,mostly_solo,2_4h,late_night,1,1,0,1,1,0,1,1,0,1,0,library,meeting,3_4,over_4h,afternoon,weekend,7.2,hot,indoor,sometimes,5,5,4,4,3,4,4,2,4,5,20,25,20,12,16,20,9,16,0.8,2.7,6,0,66.6
I1751,U176,convenience_oriented,P055,home_01,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,home,light_reading,solo,under_1h,evening,weekday,5.1,cloudy,indoor,sometimes,4,3,5,4,4,5,5,5,4,5,12,9,15,16,20,16,16,20,1.4,2.6,15,1,76.3
I1752,U176,convenience_oriented,P018,library_18,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,library,light_reading,solo,2_4h,evening,weekend,12.4,rainy,indoor,often,5,4,3,4,3,3,4,5,4,3,15,12,9,16,16,16,12,12,1.4,6.2,15,1,55.9
I1753,U176,convenience_oriented,P085,coworking_space_01,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,coworking_space,deep_study,solo,2_4h,afternoon,weekday,5.6,rainy,indoor,often,3,5,2,3,4,3,4,3,4,3,9,15,6,12,16,16,16,12,3.0,2.8,9,0.5,51.9
I1754,U176,convenience_oriented,P010,library_10,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,library,coding,solo,2_4h,afternoon,weekday,4.0,clear,indoor,rarely,5,5,4,4,3,4,4,4,4,5,15,15,12,16,16,16,12,16,2.7,2.0,12,0.5,74.7
I1755,U176,convenience_oriented,P058,home_04,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,home,online_class,solo,2_4h,evening,weekday,13.6,clear,indoor,sometimes,4,3,4,3,4,5,4,5,4,4,12,9,12,12,16,16,16,20,2.0,6.8,15,1,65.8
I1756,U176,convenience_oriented,P059,home_05,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,home,light_reading,solo,2_4h,afternoon,weekday,18.6,clear,indoor,first_time,4,5,5,4,5,4,4,4,5,5,12,15,15,16,16,20,20,16,1.4,9.3,12,0.5,70.6
I1757,U176,convenience_oriented,P016,library_16,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,library,report_writing,2,over_4h,evening,weekday,15.1,clear,indoor,sometimes,5,4,3,5,3,4,3,5,4,4,15,12,9,20,12,16,12,16,2.6,7.6,15,1,66.2
I1758,U176,convenience_oriented,P101,dorm_lounge_05,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,dorm_lounge,report_writing,solo,1_2h,evening,weekend,9.0,cloudy,indoor,sometimes,3,4,2,2,3,4,4,3,4,3,9,12,6,8,16,16,12,16,2.6,4.5,9,1,43.9
I1759,U176,convenience_oriented,P058,home_04,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,home,coding,solo,2_4h,afternoon,weekday,18.8,cloudy,indoor,often,4,3,4,3,4,5,4,5,4,4,12,9,12,12,16,16,16,20,2.7,9.4,15,0.5,65.8
I1760,U176,convenience_oriented,P019,study_room_01,synthetic,test,3,3,3,4,4,4,4,4,4,3,home,deep_study,mixed,over_4h,evening,0,0,1,1,1,1,0,1,1,1,1,study_room,coding,solo,over_4h,afternoon,weekend,10.3,clear,indoor,rarely,4,3,4,4,3,4,4,5,4,4,12,9,12,16,16,16,12,16,2.7,5.2,15,0.5,53.9
I1761,U177,balanced,P009,library_09,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,library,light_reading,solo,under_1h,evening,weekday,10.7,rainy,indoor,first_time,4,4,3,4,2,4,4,4,4,4,20,16,9,12,16,16,6,16,1.8,5.4,12,1,75.5
I1762,U177,balanced,P040,cafe_04,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,cafe,team_project,3_4,2_4h,evening,weekend,8.2,cloudy,indoor,often,3,4,2,3,3,4,3,4,4,3,15,16,6,9,12,16,9,16,1.0,4.1,12,1,59.4
I1763,U177,balanced,P017,library_17,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,library,coding,solo,1_2h,afternoon,weekday,4.9,cloudy,indoor,sometimes,5,4,4,5,3,3,4,5,5,4,25,16,12,15,16,20,9,12,3.6,2.5,20,0.5,76.7
I1764,U177,balanced,P061,home_07,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,home,report_writing,2,2_4h,evening,weekday,13.2,cloudy,indoor,sometimes,4,4,4,4,4,4,4,5,4,5,20,16,12,12,16,16,12,16,3.4,6.6,20,1,54.6
I1765,U177,balanced,P031,study_room_13,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,study_room,deep_study,solo,2_4h,morning,weekend,1.0,clear,indoor,rarely,5,4,4,4,4,4,4,4,5,4,25,16,12,12,16,20,12,16,4.0,0.5,16,0,89.3
I1766,U177,balanced,P011,library_11,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,library,online_class,solo,1_2h,afternoon,weekday,12.9,cloudy,indoor,rarely,5,4,4,4,2,4,4,4,4,3,25,16,12,12,16,16,6,16,2.6,6.5,12,0.5,66.9
I1767,U177,balanced,P010,library_10,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,library,online_class,2,under_1h,late_night,weekday,3.4,cloudy,indoor,rarely,5,5,4,4,3,4,4,4,4,5,25,20,12,12,16,16,9,16,2.6,1.7,12,0.5,77.5
I1768,U177,balanced,P035,study_room_17,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,study_room,coding,solo,under_1h,evening,weekend,6.6,cloudy,indoor,rarely,4,4,4,4,3,4,5,4,4,3,20,16,12,12,20,16,9,16,3.6,3.3,16,1,73.1
I1769,U177,balanced,P015,library_15,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,library,deep_study,solo,2_4h,morning,weekday,16.9,rainy,indoor,often,4,4,4,5,2,4,3,5,4,4,20,16,12,15,12,16,6,16,4.0,8.5,20,0,69.2
I1770,U177,balanced,P013,library_13,synthetic,train,5,4,3,3,4,4,4,3,4,4,home,coding,mostly_solo,2_4h,evening,1,0,0,1,1,1,1,1,1,1,0,library,deep_study,solo,over_4h,afternoon,weekday,1.0,clear,indoor,sometimes,5,4,4,4,3,3,5,5,4,4,25,16,12,12,20,16,9,12,4.0,0.5,20,0.5,84.0
I1771,U178,convenience_oriented,P003,library_03,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,report_writing,solo,2_4h,evening,weekday,7.2,clear,indoor,rarely,5,3,4,5,3,3,4,5,4,4,15,12,12,20,16,12,12,12,3.4,4.5,20,1,68.5
I1772,U178,convenience_oriented,P005,library_05,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,meeting,3_4,2_4h,evening,weekend,2.6,rainy,indoor,sometimes,5,4,4,5,3,4,4,2,4,4,15,16,12,20,16,12,12,16,0.8,1.6,6,1,74.5
I1773,U178,convenience_oriented,P007,library_07,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,report_writing,solo,2_4h,afternoon,weekday,15.0,cloudy,indoor,sometimes,5,4,3,4,3,3,4,5,4,4,15,16,9,16,16,12,12,12,3.4,9.4,20,0.5,65.8
I1774,U178,convenience_oriented,P084,computer_lab_10,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,computer_lab,online_class,2,1_2h,afternoon,weekday,9.7,cold,indoor,rarely,4,4,3,4,3,3,4,4,3,2,12,16,9,16,16,9,12,12,2.6,6.1,12,0.5,48.2
I1775,U178,convenience_oriented,P029,study_room_11,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,study_room,deep_study,solo,over_4h,afternoon,weekday,7.8,clear,indoor,sometimes,4,4,3,4,2,4,4,5,4,3,12,16,9,16,16,12,8,16,4.0,4.9,20,0.5,59.3
I1776,U178,convenience_oriented,P049,cafe_13,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,cafe,report_writing,solo,over_4h,afternoon,weekday,15.7,clear,indoor,sometimes,3,4,2,3,3,3,2,3,4,2,9,16,6,12,8,12,12,12,3.4,9.8,12,0.5,44.9
I1777,U178,convenience_oriented,P008,library_08,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,library,online_class,solo,2_4h,evening,weekday,13.4,clear,indoor,first_time,5,5,4,4,2,3,4,3,4,4,15,20,12,16,16,12,8,12,2.6,8.4,9,1,51.5
I1778,U178,convenience_oriented,P100,dorm_lounge_04,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,dorm_lounge,meeting,2,1_2h,morning,weekday,10.8,cloudy,indoor,sometimes,3,4,2,3,3,4,3,4,4,4,9,16,6,12,12,12,12,16,0.8,6.8,12,0,55.3
I1779,U178,convenience_oriented,P021,study_room_03,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,study_room,deep_study,solo,2_4h,evening,weekday,22.3,clear,indoor,first_time,5,4,4,4,3,4,4,5,4,2,15,16,12,16,16,12,12,16,4.0,14.0,20,1,66.1
I1780,U178,convenience_oriented,P025,study_room_07,synthetic,valid,3,4,3,4,4,5,3,4,4,4,home,deep_study,mostly_solo,1_2h,evening,0,0,1,0,1,1,0,1,1,1,1,study_room,online_class,solo,under_1h,evening,weekend,9.7,hot,indoor,sometimes,4,4,3,4,4,4,4,3,4,3,12,16,9,16,16,12,16,16,2.6,6.0,9,1,53.7
I1781,U179,quiet_deepwork,P079,computer_lab_05,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,computer_lab,coding,solo,over_4h,morning,weekday,1.2,clear,indoor,sometimes,4,4,3,3,3,4,5,5,4,3,20,12,12,12,20,16,12,20,3.6,0.6,20,0,74.5
I1782,U179,quiet_deepwork,P077,computer_lab_03,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,computer_lab,deep_study,solo,under_1h,evening,weekday,23.4,hot,indoor,rarely,4,3,3,3,2,3,4,4,4,4,20,9,12,12,16,16,8,15,4.0,11.7,16,1,46.8
I1783,U179,quiet_deepwork,P022,study_room_04,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,study_room,coding,3_4,2_4h,evening,weekend,13.2,cloudy,indoor,rarely,4,5,3,4,5,3,4,5,4,4,20,15,12,16,16,16,20,15,3.6,6.6,20,1,68.3
I1784,U179,quiet_deepwork,P039,cafe_03,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,cafe,coding,solo,1_2h,morning,weekday,11.0,clear,indoor,first_time,3,4,2,3,2,4,3,3,4,4,15,12,8,12,12,16,8,20,3.6,5.5,12,0,56.9
I1785,U179,quiet_deepwork,P046,cafe_10,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,cafe,deep_study,solo,2_4h,afternoon,weekend,12.7,rainy,indoor,rarely,3,4,2,3,2,4,3,3,3,3,15,12,8,12,12,12,8,20,4.0,6.3,12,0.5,53.2
I1786,U179,quiet_deepwork,P024,study_room_06,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,study_room,light_reading,solo,1_2h,evening,weekday,1.7,rainy,indoor,first_time,4,4,3,4,3,4,4,4,4,3,20,12,12,16,16,16,12,20,1.8,0.9,12,1,73.0
I1787,U179,quiet_deepwork,P040,cafe_04,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,cafe,deep_study,solo,2_4h,evening,weekend,10.4,rainy,indoor,sometimes,3,4,2,3,3,4,3,2,4,3,15,12,8,12,12,16,12,20,4.0,5.2,8,1,64.2
I1788,U179,quiet_deepwork,P018,library_18,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,library,report_writing,solo,2_4h,late_night,weekend,6.0,clear,indoor,first_time,5,4,3,4,3,3,4,4,4,3,25,12,12,16,16,16,12,15,3.4,3.0,16,0.5,70.4
I1789,U179,quiet_deepwork,P018,library_18,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,library,light_reading,solo,2_4h,morning,weekday,12.6,clear,indoor,often,5,4,3,4,3,3,4,4,4,3,25,12,12,16,16,16,12,15,1.8,6.3,12,0,72.8
I1790,U179,quiet_deepwork,P031,study_room_13,synthetic,valid,5,3,4,4,4,4,4,4,5,4,library,coding,mostly_solo,1_2h,evening,1,1,1,1,1,1,1,1,1,1,1,study_room,deep_study,solo,2_4h,afternoon,weekday,1.0,cold,indoor,rarely,5,4,4,4,4,4,4,4,5,4,25,12,16,16,16,20,16,20,4.0,0.5,16,0.5,75.1
I1791,U180,quiet_deepwork,P098,dorm_lounge_02,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,dorm_lounge,report_writing,solo,1_2h,afternoon,weekend,15.4,rainy,indoor,rarely,3,4,3,2,3,4,4,3,4,3,15,16,12,8,16,12,9,12,4.3,5.8,15,1,57.4
I1792,U180,quiet_deepwork,P012,library_12,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,light_reading,2,under_1h,evening,weekday,2.7,clear,indoor,sometimes,5,4,4,4,3,3,3,5,5,4,25,16,16,16,12,15,9,9,2.3,1.0,15,0.5,78.9
I1793,U180,quiet_deepwork,P087,coworking_space_03,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,coworking_space,deep_study,solo,2_4h,evening,weekend,14.8,clear,indoor,often,4,4,3,2,5,4,4,3,4,4,20,16,12,8,16,12,15,12,5.0,5.5,15,0.5,70.8
I1794,U180,quiet_deepwork,P008,library_08,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,report_writing,2,over_4h,afternoon,weekday,9.4,clear,indoor,rarely,5,5,4,4,2,3,4,5,4,4,25,20,16,16,16,12,6,9,4.3,3.5,25,1,75.4
I1795,U180,quiet_deepwork,P011,library_11,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,coding,3_4,2_4h,afternoon,weekday,8.5,hot,indoor,rarely,5,4,4,4,2,4,4,3,4,3,25,16,16,16,16,12,6,12,4.5,3.2,15,1,65.3
I1796,U180,quiet_deepwork,P064,classroom_02,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,classroom,online_class,3_4,2_4h,afternoon,weekday,11.6,cold,indoor,sometimes,4,4,3,3,3,3,3,4,3,3,20,16,12,12,12,9,9,9,3.3,4.4,12,1,65.2
I1797,U180,quiet_deepwork,P109,outdoor_01,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,outdoor,light_reading,solo,1_2h,afternoon,weekend,12.8,cold,outdoor,first_time,2,5,3,3,2,3,1,4,3,3,10,20,12,12,4,9,6,9,2.3,4.8,12,1,61.5
I1798,U180,quiet_deepwork,P012,library_12,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,library,report_writing,solo,over_4h,afternoon,weekday,6.9,cloudy,indoor,sometimes,5,4,4,4,3,3,3,4,5,4,25,16,16,16,12,15,9,9,4.3,2.6,20,1,72.2
I1799,U180,quiet_deepwork,P032,study_room_14,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,study_room,coding,solo,over_4h,afternoon,weekend,16.3,clear,indoor,sometimes,4,4,4,4,4,3,4,4,4,4,20,16,16,16,16,12,12,9,4.5,6.1,20,1,70.5
I1800,U180,quiet_deepwork,P059,home_05,synthetic,train,5,4,4,4,4,3,3,3,3,5,dorm_lounge,coding,mostly_solo,2_4h,afternoon,1,1,1,0,1,0,1,1,0,0,1,home,deep_study,solo,over_4h,afternoon,weekend,12.6,clear,indoor,often,4,5,5,4,5,4,4,4,5,5,20,20,20,16,16,15,15,12,5.0,4.7,20,1,82.3
